COMPOUNDCODE,Aamidine,AbasicNH0,AbasicNH1,AcidGroup,AliRingAttachment,AroRingAttachment,AromaticRings,BasicGroup,BasicNH02AroRings,BasicNH0R2AroRings,BasicNH12AroRings,BasicNH1R2AroRings,C1,C10,C11,C12,C13,C2,C20,C21,C22,C23,C24,C25,C26,C27,C3,C4,C5,C6,C8,C9,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH,CamideNH0,Ester,Flex,H1a,H2,H3,H4,HAN,HAO,HAS,HAT,HDN,HDO,HDT,HaloC,HydrophobicGroup,MW,N1,N10,N11,N12,N13,N14,N2,N4,N6,N7,N8,NBA,NH1and2CdO,NRB,NbN,NegativeCharge,Nn,NnH,O10,O11,O3,O5,O6,O7,O9,OHCHCdO,Ocarbamate,OverallCharge,Pamide,Pester,PositiveCharge,RSR,Ramidine,RbasicNH0,RbasicNH1,S2,S3,SamideNH0,UB,Vx,aaCH,aaN,aaNH,aaS,aaaC,aasC,aasN,activatedCH,aldehydes,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,benzylicOH,dCH2,dNH,dS,ddC,ddsN,ddssS,diazo,dsCH,dsN,dssC,dssS,dsssP,ed20,ed40,ed50,ed60,ed70,ed80,ether,ew10,ew100,ew20,ew30,ew40,ew50,ew60,ew70,ew75,ew80,ew90,f004,f005,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,fg5,halosp3sp3halo,hydroxyA,intraHbond5,intraHbond6,ketal,ketones,lipovolume,logP,macrocyclic,nC(sp2),nC(sp3),nCO,nCOOH,nNneutral,nNprot,nX,nc(do)n,nitro,perfluoro,polyOH,pyridine,pyridones,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,quatN,ring5nH,ringOdouble,ringat,ringdiol,sBr,sCl,sF,sI,sNH2,sOH,sPH2,sSH,sSiH3,spiroC,ssCH2,ssNH,ssO,ssPH,ssS,ssSiH2,sssCH,sssN,sssP,sssSiH,ssssC,ssssSi,sssssP,sulfonicacid,sulphates,tCH,tN,tsC,urea,zw1,zw2,zw3,0,00rganicAtom,0H,0S,0nring0at,0t0ring0diol,2C9 pKi,2D6 affinity category,ACamideO0nh0,ACamideO0nh0nh2,ASamideO0nh0,ASamideO0nh0nh2,BBB category,BBB log([brain]:[blood]),ERTL0SPtPSA,ERTL0tPSA,Flexibility,HBA,HBA0lip,HBA0prof,HBD,HBD0cam,HBD0lip,HBD0prof,HIA category,Michael0accept,P0gp category,PPB90 category,PRX0time01,PRX0time1,PRX0time2,RCamideO0nh0,RCamideO0nh0nh2,RSamideO0nh0,RSamideO0nh0nh2,Rotatable Bonds,Samide0NH,TPSA,aliphOH0t6,allylic0oxyd0t10,ami0etha0l0,ami0etha0l1,amide0dicarbonyl,basic0NH2,benzdiaz0t18,benzdiazepine0ring,branchedC0tRing,carbamate0and0thio,carbonate0carbamate,ch20lipo0t9,d0,di0widhraw0cx4,diazo0aryl,dione0104,easy0oxy0t13,ertl033,ertl035,ertl037,ertl039,ertl041,ertl043,est0lact0latm0carbm0t7,frg026,frg054,frg08,hERG pIC50,hetero0halo0di0n0arom,hindred0phe0l,hydroxylation0t8,ketone0t14,logD,logS,logS @ pH7.4,nH0indole0like,nHindole0like,nitro000ortho0t15,nitro0O,ohccn0t17,p0hetero0or0halo,p0withdraw0phe0l,phe0l,phe0l0pyr2r,phe0lic0tautomer,poly0sugars,qui0ne0type,ring0join,ring50nH0,sNH31,sp0carbons,sp20carbons,ssNH21,sssNH1,ssssN1,sulphonamide0t5,t01601,t01602,t01603,tert0amine0t11,thio0acid,thio0keto,urea0thio,xccn0t12,zz_EC50Chembl(uM),zz_Ion_Regulation_Activity,zz_Potency_Parasite (uMol),zz_SSI%
CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC,0,0,0,0,0,4,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3,2,0,2,0,0,1,0,0,0.3913,0,0,1,0,1,3,1,5,1,0,1,0,0,319.4,0,0,0,0,0,0,1,0,0,0,0,11,0,11,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,246.8,6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,3,3.552,0,10,6,1,0,1,0,0,0,0,0,0,0,0,10,8,8,8,11,8,9,3,5,11,1,4,3,1,8,7,8,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,5.183,3,0,1,0,0,1,0.2,75.8,47.56,0.3913,4,4,4,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,9,0,47.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.823,0,0,0,0,3.552,1.7790000000000001,1.7790000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.050609993355087,0.0,,
CCOc1ccc(CN2CCN(CC(O)COc3ccc(OCC(O)CN4CCN(Cc5ccc(OCC)cc5)CC4)cc3)CC2)cc1,0,0,0,0,4,6,3,4,12,12,0,0,2,2,0,0,0,0,0,2,0,4,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,16,8,0,2,0,0,0,0,0,0.3462,2,2,0,0,4,6,0,10,0,2,2,0,0,662.9,0,0,0,0,0,0,0,0,0,4,0,18,0,34,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,18,528.4,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,0,12,0,0,0,8,4,2,2,0,0,0,0,0,2,0,0,0,0,4,3.1289999999999996,0,18,20,0,0,0,4,0,0,0,0,0,0,0,18,12,12,20,18,18,18,0,10,18,0,6,12,0,20,36,24,16,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,16,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,18,0,5.402,1,0,0,0,0,0,0.0024530000000000003,90.34,90.34,0.3462,10,10,6,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,18,0,90.34,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.571,0,0,0,0,2.926,3.48,3.813,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5.862645888629267,0.0,5.920818753952375,
CCOc1ccc(Nc2c3ccccc3nc4ccccc24)cc1,0,0,0,0,0,7,4,0,0,0,0,0,1,0,0,0,0,0,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1481,0,0,1,0,1,1,0,2,1,0,1,0,0,314.4,0,0,1,0,0,0,0,1,0,0,0,20,0,5,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,20,246.1,12,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,4,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,6,4.856,0,19,2,0,0,2,0,0,0,0,0,0,1,0,3,6,8,10,14,10,4,0,2,19,4,1,6,4,14,10,10,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5.984,1,0,0,0,0,1,0.1867,34.15,34.15,0.1481,3,3,1,1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,4,0,34.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.263,0,0,0,0,4.856,0.301,0.301,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.242300374912261,0.0,5.97469413473523,
CCOc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1739,0,0,1,0,1,1,0,2,1,0,1,0,0,298.8,0,0,1,0,0,0,0,1,0,0,0,16,0,6,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,16,221.5,9,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,4,2,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,2,4.449,0,15,2,0,0,2,0,1,0,0,0,0,1,0,3,6,7,8,13,11,4,0,2,15,3,1,7,3,12,8,8,7,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5.474,1,0,0,0,0,1,0.2536,34.15,34.15,0.1739,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,34.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.702000000000001,0,0,0,0,4.449,0.7782,0.7782,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0195421077238995,0.0,5.3979400086720375,
CCOc1ccc(cc1)C2N(C)c3ccccc3N2C,0,0,0,0,3,4,2,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0.1364,1,0,0,0,2,1,0,3,0,0,0,0,0,268.4,0,0,0,0,0,0,0,0,0,0,2,12,0,10,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,217.8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,0,2,0,0,0,2,1,7,9,2,4,0,0,0,0,0,0,0,0,4,3.752,0,12,5,0,0,2,0,0,0,0,0,0,0,0,2,14,29,34,13,9,3,0,2,12,3,1,3,4,12,36,34,31,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4.855,1,0,0,0,0,1,0.4013,15.71,15.71,0.1364,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5.518,0,0,2,0,3.2119999999999997,1.517,1.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71331903064507,0.0,6.026410376572743,
CCOc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,0,0,0,0,3,2,1,5,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0.15,0,0,0,0,5,1,0,6,2,0,2,0,0,261.3,2,0,0,0,0,0,0,0,2,0,1,6,0,12,5,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,10,206.6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,8,0,0,0,2,1,3,7,0,4,0,0,0,0,0,0,0,0,0,0.6268,0,8,5,0,0,5,0,0,0,0,0,0,0,0,3,6,14,14,17,11,3,6,2,8,7,1,8,7,10,16,15,14,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4.507,1,0,0,0,0,0,0.752,89.23,89.23,0.15,6,6,1,2,0,2,0,1,0,0,0,0,3,0,0,0,0,0,3,0,89.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2460000000000004,0,0,0,0,2.438,3.26,3.5639999999999996,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6.771086594005312,0.0,,
CCOc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccccc3)sc2C,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0.2667,0,0,1,0,2,4,1,7,1,0,1,0,0,416.5,0,0,1,0,0,0,0,1,0,0,0,17,0,10,2,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,22,297.5,9,1,0,0,2,6,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,4,2,1,0,2,1,6,0,0,0,4,1,4,4,2,2,0,0,0,0,0,1,0,0,6,2.9389999999999996,0,15,4,1,0,2,0,0,0,0,0,0,0,0,12,6,6,6,17,12,8,10,3,16,3,6,10,4,12,10,7,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,11,0,5.542999999999999,1,0,1,0,0,0,0.8746,122.0,85.36,0.2667,6,6,6,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,8,0,85.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,4.658,0,0,0,0,2.9389999999999996,1.261,1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,6.154901959985743,
CCOc1ccc(cc1)c2nc(NC(=O)c3cccc(c3)S(=O)(=O)C)sc2C,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0.2333,0,0,1,0,2,4,1,7,1,0,1,0,0,416.5,0,0,1,0,0,0,0,1,0,0,0,17,0,10,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,22,297.5,8,1,0,0,2,7,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,4,3,1,1,0,0,4,0,0,0,4,1,6,6,3,3,0,0,0,0,0,0,0,0,5,3.508,0,15,4,1,0,2,0,0,0,0,0,0,0,0,11,8,8,8,21,14,7,8,3,16,3,6,14,4,15,12,9,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,11,0,5.729,1,0,1,0,0,0,0.7206,122.0,85.36,0.2333,6,6,6,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,7,0,85.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,5.034,0,0,0,0,3.508,0.7779,0.7779,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.823908740944319,0.0,,
CCOc1ccc(cc1)n2cc(c3ccccc3)c4c(SCc5cc(C)ccc5C)ncnc24,0,0,0,0,0,11,5,0,0,0,0,0,1,1,0,0,0,0,5,3,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0.1842,0,0,0,0,3,1,1,5,0,0,0,0,0,465.6,0,0,3,0,0,0,0,0,0,0,0,27,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,27,361.4,14,3,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,6,6,3,1,0,2,1,4,0,0,0,4,1,5,5,4,4,0,0,0,0,0,0,0,0,10,7.0489999999999995,0,24,5,0,0,3,0,0,0,0,0,0,0,0,4,6,7,8,22,13,7,0,2,24,3,2,18,4,21,13,9,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,6.382999999999999,3,0,0,0,0,1,0.02308,65.24,39.94,0.1842,4,4,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,7,0,39.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.245,0,0,0,0,7.0489999999999995,2.464,2.464,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.696587929403258,0.0,5.768275616671484,
CCOc1ccc(cc1OCC)c20nc2NC(=O)c3cccc(C)c3,0,0,0,0,0,7,3,0,0,0,0,0,2,0,0,0,0,0,2,2,1,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0.2759,0,0,1,0,3,4,0,7,1,0,1,0,0,367.4,0,0,2,0,0,0,0,1,0,0,0,17,0,11,3,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,19,274.8,7,2,0,0,2,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,4,0,0,0,4,2,4,4,2,2,0,0,0,0,0,0,0,0,6,3.596,0,14,5,1,0,3,0,0,0,0,0,0,0,0,8,8,8,10,21,14,8,5,5,15,3,4,13,4,14,13,11,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,5.615,1,0,1,0,0,0,0.2485,86.48,86.48,0.2759,7,7,6,1,1,1,1,1,0,0,3,1,0,0,0,0,0,0,8,0,86.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.861000000000001,0,0,0,0,3.596,1.381,1.381,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.2083093509798815,1.0,6.931814138253838,
CCOc1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1,0,0,0,0,1,5,2,1,2,2,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0.1739,0,0,0,0,1,2,0,3,0,0,0,0,0,303.8,0,0,0,0,0,0,0,0,0,1,0,12,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12,226.0,7,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,2,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,4,3.859,0,12,5,0,0,0,1,1,0,0,0,0,0,0,3,8,14,25,13,9,4,0,2,12,0,2,11,0,13,30,26,19,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4.9510000000000005,1,0,0,0,0,1,0.7403,21.7,21.7,0.1739,3,3,2,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,4,0,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.907,0,0,0,0,3.384,1.765,1.12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.826522356547006,0.0,6.357535479757878,
CCOc1ccc2nc(C)cc(Nc3ccc(Br)cc3)c2c1,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.1667,0,0,1,0,1,1,0,2,1,0,1,0,0,357.2,0,0,1,0,0,0,0,1,0,0,0,16,0,7,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,16,240.8,8,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,3,2,1,1,2,1,3,3,2,2,1,0,0,0,0,0,0,0,2,5.077,0,15,3,0,0,2,0,1,0,0,0,0,1,0,3,6,7,9,13,11,4,0,2,15,4,1,11,4,14,11,9,7,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5.696000000000001,1,0,0,0,0,1,0.3194,34.15,34.15,0.1667,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,34.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.888999999999999,0,0,0,0,5.077,0.4274,0.4274,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.945004138470859,0.0,6.318758762624412,
CCOc1ccc2nc(C)cc(Nc3ccc(cc3)N(C)C)c2c1,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,2,1,3,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0.1923,0,0,1,0,2,1,0,3,1,0,1,0,0,321.4,0,0,1,0,0,0,0,1,0,0,1,16,0,9,3,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,16,261.5,8,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,0,0,3,0,0,0,5,1,7,7,4,4,0,0,0,0,0,0,0,0,0,4.2010000000000005,0,15,5,0,0,3,0,0,0,0,0,0,1,0,6,10,11,13,13,11,5,0,2,15,5,1,11,5,15,15,13,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,5.515,1,0,0,0,0,1,0.4455,37.39,37.39,0.1923,4,4,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,5,0,37.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.035,0,0,0,0,3.1289999999999996,1.61,1.482,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46344155742847,0.0,5.3979400086720375,
CCOc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,0,0,0,0,0,7,4,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.2,0,0,1,0,2,2,0,4,2,0,2,0,0,357.4,0,0,2,0,0,0,0,1,0,0,0,21,0,7,3,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,23,271.8,12,1,1,0,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,6,3.9339999999999997,0,19,2,1,0,3,0,0,0,0,0,0,0,0,6,6,6,6,20,13,6,4,3,20,5,2,6,6,17,8,6,6,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5.983,1,0,1,0,0,0,0.1974,67.01,67.01,0.2,5,5,3,2,2,2,2,1,0,0,3,1,0,0,0,0,0,0,6,0,67.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.115,0,0,0,0,3.9339999999999997,0.9682,0.9682,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.996970529446382,0.0,,
CCOc1cccc2sc(nc12)N(Cc3cccnc3)C(=O)C4CCCCC4,0,0,0,0,1,5,3,0,0,0,0,0,6,1,0,0,0,1,2,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5,2,5,2,1,0,0,0,1,0,0.2258,1,0,0,0,3,2,1,6,0,0,0,0,5,395.5,0,0,2,0,0,0,0,0,0,0,1,15,0,14,3,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,17,301.0,7,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6,6,2,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,8,4.269,0,12,9,1,0,3,0,0,0,0,0,0,1,0,9,8,9,14,21,14,7,6,3,13,3,3,13,4,14,24,16,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,5.016,3,1,0,0,0,0,0.6179,83.56,55.32,0.2258,5,5,4,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,7,0,55.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.981,0,0,0,0,4.269,1.1540000000000001,1.1540000000000001,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.516698047641833,0.0,,
