COMPOUNDCODE,Aamidine,AbasicNH0,AbasicNH1,AcidGroup,AliRingAttachment,AroRingAttachment,AromaticRings,BasicGroup,BasicNH02AroRings,BasicNH0R2AroRings,BasicNH12AroRings,BasicNH1R2AroRings,C1,C10,C11,C12,C13,C2,C20,C21,C22,C23,C24,C25,C26,C27,C3,C4,C5,C6,C8,C9,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH,CamideNH0,Ester,Flex,H1a,H2,H3,H4,HAN,HAO,HAS,HAT,HDN,HDO,HDT,HaloC,HydrophobicGroup,MW,N1,N10,N11,N12,N13,N14,N2,N4,N6,N7,N8,NBA,NH1and2CdO,NRB,NbN,NegativeCharge,Nn,NnH,O10,O11,O3,O5,O6,O7,O9,OHCHCdO,Ocarbamate,OverallCharge,Pamide,Pester,PositiveCharge,RSR,Ramidine,RbasicNH0,RbasicNH1,S2,S3,SamideNH0,UB,Vx,aaCH,aaN,aaNH,aaS,aaaC,aasC,aasN,activatedCH,aldehydes,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,benzylicOH,dCH2,dNH,dS,ddC,ddsN,ddssS,diazo,dsCH,dsN,dssC,dssS,dsssP,ed20,ed40,ed50,ed60,ed70,ed80,ether,ew10,ew100,ew20,ew30,ew40,ew50,ew60,ew70,ew75,ew80,ew90,f004,f005,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,fg5,halosp3sp3halo,hydroxyA,intraHbond5,intraHbond6,ketal,ketones,lipovolume,logP,macrocyclic,nC(sp2),nC(sp3),nCO,nCOOH,nNneutral,nNprot,nX,nc(do)n,nitro,perfluoro,polyOH,pyridine,pyridones,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,quatN,ring5nH,ringOdouble,ringat,ringdiol,sBr,sCl,sF,sI,sNH2,sOH,sPH2,sSH,sSiH3,spiroC,ssCH2,ssNH,ssO,ssPH,ssS,ssSiH2,sssCH,sssN,sssP,sssSiH,ssssC,ssssSi,sssssP,sulfonicacid,sulphates,tCH,tN,tsC,urea,zw1,zw2,zw3,0,00rganicAtom,0H,0S,0nring0at,0t0ring0diol,2C9 pKi,2D6 affinity category,ACamideO0nh0,ACamideO0nh0nh2,ASamideO0nh0,ASamideO0nh0nh2,BBB category,BBB log([brain]:[blood]),ERTL0SPtPSA,ERTL0tPSA,Flexibility,HBA,HBA0lip,HBA0prof,HBD,HBD0cam,HBD0lip,HBD0prof,HIA category,Michael0accept,P0gp category,PPB90 category,PRX0time01,PRX0time1,PRX0time2,RCamideO0nh0,RCamideO0nh0nh2,RSamideO0nh0,RSamideO0nh0nh2,Rotatable Bonds,Samide0NH,TPSA,aliphOH0t6,allylic0oxyd0t10,ami0etha0l0,ami0etha0l1,amide0dicarbonyl,basic0NH2,benzdiaz0t18,benzdiazepine0ring,branchedC0tRing,carbamate0and0thio,carbonate0carbamate,ch20lipo0t9,d0,di0widhraw0cx4,diazo0aryl,dione0104,easy0oxy0t13,ertl033,ertl035,ertl037,ertl039,ertl041,ertl043,est0lact0latm0carbm0t7,frg026,frg054,frg08,hERG pIC50,hetero0halo0di0n0arom,hindred0phe0l,hydroxylation0t8,ketone0t14,logD,logS,logS @ pH7.4,nH0indole0like,nHindole0like,nitro000ortho0t15,nitro0O,ohccn0t17,p0hetero0or0halo,p0withdraw0phe0l,phe0l,phe0l0pyr2r,phe0lic0tautomer,poly0sugars,qui0ne0type,ring0join,ring50nH0,sNH31,sp0carbons,sp20carbons,ssNH21,sssNH1,ssssN1,sulphonamide0t5,t01601,t01602,t01603,tert0amine0t11,thio0acid,thio0keto,urea0thio,xccn0t12,zz_EC50Chembl(uM),zz_Ion_Regulation_Activity,zz_Potency_Parasite (uMol),zz_SSI%
N(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)S(Cc1ccc(cc1)C(F)(F)F)(=O)=O,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,1,0,0,3,2,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2162,1,0,1,0,5,3,0,8,1,0,1,1,0,499.4,0,0,4,0,0,0,0,1,0,0,0,21,0,13,5,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,24,298.9,10,4,0,0,3,6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,1,0,1,0,0,4,4,1,1,0,0,0,8,0,0,5,2,1,0,0,0,0,2,0,0,0,0,0,0,0,6,4.375,0,17,3,0,0,3,2,5,0,0,0,0,0,0,17,12,13,14,37,20,8,10,2,17,6,4,15,6,16,18,15,13,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,6.103,1,0,0,0,1,0,0.7356,106.9,98.48,0.2162,8,8,6,1,1,1,1,1,0,1,3,2,0,0,0,0,0,0,8,1,98.48,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,2,6.556,0,0,0,0,4.375,1.412,1.412,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,
N1(CC(C1)c1ccccc1)c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F,0,0,0,0,2,7,4,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.1515,2,0,0,0,5,1,0,6,0,0,0,0,0,393.4,0,0,4,0,0,0,0,0,0,0,1,21,0,11,5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,21,268.8,11,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,1,6,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,7,3.39,0,17,4,0,0,3,2,2,0,0,0,0,0,0,4,10,20,36,27,17,5,0,2,17,3,1,15,6,20,49,38,24,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5.62,1,0,0,0,0,0,0.2605,55.55,55.55,0.1515,6,6,4,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,5,0,55.55,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.171,0,0,0,0,3.325,0.7196,1.083,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.0,
N1(CC(C1)Oc1cc(c(cc1)F)F)c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F,0,0,0,0,2,9,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1667,2,0,0,0,5,2,0,7,0,0,0,0,0,445.4,0,0,4,0,0,0,0,0,0,0,1,21,0,14,5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,21,278.2,9,4,0,0,3,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,10,4,2,3,4,2,0,0,0,0,4,0,0,0,0,0,0,0,3,3.759,0,17,4,0,0,3,2,4,0,0,0,0,0,0,5,8,14,28,33,25,6,0,4,17,3,2,23,6,22,51,33,19,0,0,0,25,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,6.015,1,0,0,0,0,0,0.2143,64.78,64.78,0.1667,7,7,5,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,6,0,64.78,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.581,0,0,0,0,2.962,0.1299,1.268,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.304518323509803,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC(OC)=CC=C3)NC1=N\C4=CC=CC=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.125,1,0,1,0,3,2,1,6,1,0,1,0,0,403.5,0,0,1,0,0,0,1,0,1,0,0,17,0,12,3,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,23,302.2,10,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,4,1,1,2,1,1,0,0,0,2,1,8,8,5,5,0,0,0,0,0,0,0,0,4,3.926,0,19,3,1,0,3,0,0,0,0,0,0,0,0,3,2,2,10,18,15,4,13,3,20,6,3,10,7,17,22,15,6,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,5.794,1,0,0,0,0,0,0.1497,80.92,55.62,0.125,5,5,4,1,1,1,1,1,1,0,3,1,0,0,0,1,0,0,4,0,55.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.7410000000000005,0,0,0,0,2.047,0.02809,2.624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,6.924453038607469,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(C#N)C=C3)NC1=N\C4=CC=CC=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.125,1,0,1,0,4,1,1,6,1,0,1,0,0,398.5,0,0,1,0,0,0,1,0,1,0,0,17,0,11,4,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,25,297.7,10,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,5,5,3,0,0,2,1,1,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,5,3.968,0,19,2,1,0,4,0,0,0,0,0,0,0,0,3,0,0,8,18,14,3,13,1,20,6,2,11,7,17,18,12,4,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7,0,5.871,1,0,0,0,0,0,0.3242,95.48,70.18,0.125,5,5,4,1,1,1,1,1,1,0,3,1,0,0,0,1,0,0,4,0,70.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.88,0,0,0,0,1.974,0.3899,2.491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,5.92009553233328,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(I)C=C3)NC1=N\C4=CC=CC=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.09677,1,0,1,0,3,1,1,5,1,0,1,0,0,499.4,0,0,1,0,0,0,1,0,1,0,0,17,0,11,3,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,23,308.1,10,1,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,5,5,3,0,0,2,1,1,2,1,1,0,0,6,6,4,4,1,0,0,0,0,0,0,0,5,4.722,0,19,2,1,0,3,0,1,0,0,0,0,0,0,2,0,0,8,18,15,3,13,1,20,6,2,13,7,17,18,12,4,0,0,1,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5.9860000000000015,1,0,0,0,0,1,0.04088,71.69,46.39,0.09677,4,4,3,1,1,1,1,1,1,0,3,1,0,0,0,1,0,0,3,0,46.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.019,0,0,0,0,2.399,0.7190000000000001,2.346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,5.610125441609013,
O=C(/C(S/1)=C/C2=C(C)N(C(C)=C2)C3=CC=C(S(=O)(N)=O)C=C3)NC1=N\C4=CC=CC=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.1176,1,0,1,0,4,3,1,8,2,0,2,0,0,452.6,1,0,1,0,0,0,1,0,1,0,0,17,0,12,4,0,4,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,26,320.3,10,1,0,0,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5,5,3,0,0,2,1,1,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,3,2.847,0,19,2,1,0,4,0,0,0,0,0,0,0,0,7,2,2,10,24,18,4,17,1,20,9,5,13,7,17,22,14,6,0,0,1,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,5.697,1,0,0,0,1,0,0.9462,140.2,106.6,0.1176,7,7,5,2,2,2,2,1,1,0,3,3,0,0,0,1,0,0,4,1,106.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,4.873,0,0,0,0,1.579,0.8437,3.529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,,,5.430158100596239,
CC1=CC(=C(C)[N]1C2=CC=C(C=C2)[N](=O)=O)/C=C/3SC(NC3=O)=NC4=CC(=CC=C4)O,0,0,0,0,3,8,3,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.1176,1,1,1,0,3,2,1,6,1,1,2,0,0,434.5,0,0,1,0,0,0,1,0,2,0,0,17,0,12,4,0,4,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,25,305.5,9,1,0,0,1,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,0,2,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,1,3.626,0,19,2,1,0,4,0,0,0,1,0,0,0,0,4,0,0,8,24,19,4,17,2,20,7,5,13,8,20,18,12,4,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,5.836,3,0,0,0,0,0,0.8168,137.7,112.4,0.1176,8,8,6,2,2,2,2,1,1,0,3,1,0,0,0,1,0,0,4,0,112.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.768,0,0,0,0,1.419,0.06491,3.08,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,5.638272163982407,
CC1=CC(=C(C)[N]1C2=CC=C(C=C2)[N](=O)=O)/C=C/3SC(NC3=O)=NC4=CC=CC=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.1212,1,0,1,0,3,1,1,5,1,0,1,0,0,418.5,0,0,1,0,0,0,1,0,2,0,0,17,0,11,4,0,4,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,25,299.7,10,1,0,0,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,5,5,3,0,0,2,1,1,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,3,3.923,0,19,2,1,0,4,0,0,0,1,0,0,0,0,4,0,0,8,22,17,4,17,1,20,7,4,13,8,18,18,12,4,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,5.7429999999999986,3,0,0,0,0,0,0.3758,117.5,92.21,0.1212,7,7,5,1,1,1,1,1,1,0,3,1,0,0,0,1,0,0,4,0,92.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.862,0,0,0,0,1.936,0.1952,2.764,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,6.581698708680254,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4,0,0,0,0,3,8,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.1212,1,1,1,0,3,3,1,7,1,1,2,0,0,419.5,0,0,1,0,0,0,1,0,1,0,0,17,0,13,3,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,23,308.1,9,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,5,4,1,1,0,0,2,0,0,0,2,1,8,8,5,5,0,0,0,0,0,0,0,0,1,3.565,0,19,3,1,0,3,0,0,0,0,0,0,0,0,3,2,2,10,20,17,4,13,4,20,6,4,13,7,19,22,14,6,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,5.912000000000001,1,0,0,0,0,0,0.6881,101.1,75.85,0.1212,6,6,5,2,2,2,2,1,1,0,3,1,0,0,0,1,0,0,4,0,75.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.794,0,0,0,0,1.459,0.2707,3.06,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,5.795880017344076,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=C3)C(C)=C2)NC1=N\C4=CC(O)=CC=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.09677,1,1,1,0,3,2,1,6,1,1,2,0,0,389.5,0,0,1,0,0,0,1,0,1,0,0,17,0,11,3,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,23,288.1,10,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,4,0,0,2,1,2,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,4,3.657,0,19,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,8,18,15,3,13,2,20,6,3,9,7,17,18,12,4,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,5.85,1,0,0,0,0,0,0.6459,91.92,66.62,0.09677,5,5,4,2,2,2,2,1,1,0,3,1,0,0,0,1,0,0,3,0,66.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.659,0,0,0,0,1.471,0.2177,2.727,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,5.920818753952375,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=C3)C(C)=C2)NC1=N\C4=CC=C(O)C=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.09677,1,1,1,0,3,2,1,6,1,1,2,0,0,389.5,0,0,1,0,0,0,1,0,1,0,0,17,0,11,3,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,23,288.1,10,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5,5,3,0,0,2,1,1,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,3,3.701,0,19,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,8,18,15,3,13,2,20,6,3,13,7,17,18,12,4,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,5.848,1,0,0,0,0,0,0.6429,91.92,66.62,0.09677,5,5,4,2,2,2,2,1,1,0,3,1,0,0,0,1,0,0,3,0,66.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.891,0,0,0,0,1.454,0.1611,2.8110000000000004,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,5.7447274948966935,
O=C(/C(S/1)=C/C2=C(C)N(C3=CC=CC=N3)C(C)=C2)NC1=N\C4=CC=C(O)C=C4,0,0,0,0,3,7,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.09677,1,1,1,0,4,2,1,7,1,1,2,0,0,390.5,0,0,2,0,0,0,1,0,1,0,0,17,0,11,4,0,4,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,23,284.0,9,2,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5,5,3,0,0,1,0,2,0,0,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,1,2.778,0,18,2,1,0,4,0,0,0,0,0,0,1,0,2,0,0,8,22,17,3,13,2,19,6,3,14,8,17,18,12,4,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,5.827000000000001,1,0,0,0,0,0,0.7814,104.8,79.51,0.09677,6,6,4,2,2,2,2,1,1,0,3,1,0,0,0,1,0,0,3,0,79.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.63,0,0,0,0,1.155,0.3506,2.5860000000000003,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,4.301029995663981,
O=C(/C(S/1)=C/C2=C(C)NC(C)=C2)NC1=N\C3=CC=CC=C3,0,0,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.08696,1,0,1,0,2,1,1,4,2,0,2,0,0,297.4,0,0,1,0,0,0,1,0,1,0,0,11,0,9,3,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,17,221.5,6,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,1,1,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,3,2.428,0,13,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,8,14,11,2,12,1,14,5,2,9,6,12,18,12,4,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4.879,1,0,0,0,0,1,0.3527,82.55,57.25,0.08696,4,4,2,2,2,2,2,1,1,0,0,1,0,0,0,1,0,0,2,0,57.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.867,0,0,0,0,0.8728,1.466,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,5.920818753952375,
O=C(C1=C(C)N(C2=CC=C(C(F)(F)F)C=C2)C(C)=C1)OCC,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0.2174,0,0,0,0,1,2,0,3,0,0,0,1,0,311.3,0,0,1,0,0,0,0,0,0,0,0,11,0,11,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,215.8,5,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,5,5,3,1,0,0,0,0,0,0,4,2,1,6,6,4,4,0,0,0,0,0,0,0,0,2,4.492,0,10,5,1,0,1,0,3,0,0,0,0,0,0,11,8,8,8,14,9,5,3,3,11,3,2,8,3,11,16,9,8,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,4.908,3,0,0,0,0,1,0.6294,31.23,31.23,0.2174,3,3,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5,0,31.23,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,5.185,0,0,0,0,4.492,1.7480000000000002,1.7480000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4.301029995663981,
